trackName,endTime,artistName,msPlayed,uri,duracion_ms,popularidad,danceability,loudness,energy,liveness,Nombre
Me Soltaste,2022-06-21 15:03,Jesse & Joy,3804831,02yD6Wmpx5kLAoXLQOnuEb,229933,71,0.4,-6.038,0.398,0.333,Luisa
Me haces bien,2022-09-10 20:35,Jorge Drexler,738184,4UKe38tm5NkRpuFCxwewEe,184546,63,0.404,-10.381,0.607,0.155,Luisa
Me vas a ver,2022-10-16 00:53,Beret,135739,5BhSZWrUa5xkZ2K7Ze5fVT,135739,53,0.536,-8.553,0.287,0.101,Luisa
Mecha,2022-06-23 23:22,Chano,3796446,346Xh2wHnDIByr5ZDeS7Cl,189355,55,0.699,-4.506,0.729,0.334,Luisa
Meet Me At Our Spot,2022-06-28 21:45,THE ANXIETY,488040,07MDkzWARZaLEdKxo6yArG,162680,79,0.773,-7.93,0.47,0.0851,Luisa
Mejores Amigos,2022-07-05 19:19,Yera,1964415,7tQ24skemknA6PPh6gwFi1,205369,69,0.624,-6.965,0.74,0.103,Luisa
Memories,2022-10-21 15:44,Maroon 5,189486,1JOXtsCnIVcDkVi9SxMIso,232520,0,0.486,-8.736,0.166,0.271,Luisa
Mess,2022-09-01 01:08,Noah Kahan,426640,3qhOjLeh6HePtsDhtxGpuR,212826,0,0.576,-3.989,0.85,0.0821,Luisa
Mi Nuevo Vicio,2022-06-28 00:05,Morat,2210225,6vryUi0kHn6j1K19RP3xZU,237360,0,0.666,-4.876,0.795,0.181,Luisa
Mi Persona Favorita,2023-01-12 09:48,Alejandro Sanz,981073,70fVcEP5pRrxaIICY3DcPe,190480,71,0.562,-4.774,0.729,0.0868,Luisa
Mi Regalo Mas Bonito,2023-01-09 16:57,La Ross Maria,1499536,3JgGutjAwNXGAxcXaqVgWe,151467,60,0.669,-7.925,0.524,0.223,Luisa
Mi Suerte,2022-06-21 15:28,Morat,1188851,2kVtMvrlcK5SRxZvdHgTzn,213271,73,0.645,-5.05,0.662,0.107,Luisa
Mil Tormentas,2022-07-04 21:38,Morat,3248512,3GtVYDbNiv0qFqennUmmJu,233440,0,0.525,-5.736,0.578,0.0968,Luisa
Milionària,2023-01-23 11:35,ROSALÍA,160788,2K3bjojp1sCLdMMoO5lJ2p,138370,61,0.857,-6.441,0.574,0.0663,Luisa
Mirando a la luna (feat. Reik),2022-10-14 20:12,Beret,1939533,3pgruOfc6P6NtTusfwrVga,186146,55,0.544,-6.401,0.612,0.0973,Luisa
Mis Noches de Enero,2022-06-24 00:07,Tan Bionica,1594478,27eNXsa98VXWLk4TQAj5nr,293946,60,0.541,-5.157,0.874,0.285,Luisa
Miss Lonely - Dimelo Flow Remix,2022-08-22 13:37,Sech,59391,1ndlOUUT3Eq1SDCSdKJASw,240365,67,0.651,-5.461,0.711,0.024,Luisa
Miss You So Much,2023-01-09 18:23,Miley Cyrus,1216,4ttUYy7HMYQ0nhfllLJNPR,293746,50,0.394,-5.135,0.506,0.372,Luisa
Miénteme,2022-06-02 00:57,TINI,1481650,0cOa970mzTWAxKtltpkpLc,165275,78,0.85,-4.522,0.541,0.286,Luisa
Moon,2022-10-14 16:10,Kanye West,13503,1XpAZlfENlrHalIvuhAp9R,220918,57,0.586,-8.806,0.516,0.489,Luisa
Moonlight,2023-01-12 13:41,Grace VanderWaal,174106,4XrvRf68c9H4orZZ9KoldQ,174106,59,0.737,-4.71,0.734,0.323,Luisa
Motivos,2023-01-06 08:21,Abel Pintos,181933,2n8VYWU3mMrziR2ua8leHu,181933,61,0.732,-8.359,0.49,0.113,Luisa
Move Your Body (feat. Timbaland & Bad Bunny),2023-03-23 09:53,Wisin,2602,7ixSri6oiQ6QNcqFlDkptD,217573,42,0.48,-3.797,0.861,0.328,Luisa
Muerte En Hawaii,2022-09-10 20:32,Calle 13,404079,3kNVYo6BJE9AENxzokM9YC,189866,74,0.675,-7.168,0.588,0.95,Luisa
Mundos Paralelos,2022-08-26 15:43,Benjamín Amadeo,31423,0iIYv7v0ooV5nzx44qkdfh,212706,24,0.646,-5.88,0.755,0.0486,Luisa
Muñecas,2023-01-21 10:50,TINI,6859647,1PAvhqefivTNdxZ4u8RT1d,156318,77,0.681,-4.79,0.711,0.312,Luisa
My Dog Is,2023-01-18 08:50,C.Terrible,15231,1AnWtLKn7r9rxK1cdCY4A6,184041,0,0.858,-7.501,0.681,0.31,Luisa
NUMB,2022-10-10 20:19,XXXTENTACION,186267,1BPBwKueIEMnUcbbs2te7B,112500,71,0.682,-5.694,0.598,0.299,Luisa
Nadir,2022-06-23 23:45,Zeballos,921647,7hE9Q5k72F6b5qu2jrinpl,257431,3,0.559,-6.836,0.66,0.11,Luisa
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",2022-07-13 16:07,Bizarrap,1387269,78SeXVRJ7KCqVmOwTiFjnI,171215,73,0.65,-3.71,0.655,0.0691,Luisa
Never Enough,2022-09-12 15:19,One Direction,426880,0Gl5s8IhMmQE5YQwM8Qx1J,207786,76,0.277,-8.903,0.394,0.0952,Luisa
New Normal,2022-10-20 11:10,Khalid,212674,2CIYemjFXdmCWpJnfbtrD6,198765,62,0.39,-9.575,0.534,0.184,Luisa
"Nicki Nicole: Bzrp Music Sessions, Vol. 13",2022-07-29 22:57,Bizarrap,822263,2S93hylQBYLndMnaJuso8S,143291,72,0.81,-5.047,0.471,0.134,Luisa
"Nicky Jam: Bzrp Music Sessions, Vol. 41",2022-07-12 16:53,Bizarrap,87662,03LfOYi0icz4souspZVVhq,158086,70,0.627,-3.167,0.849,0.145,Luisa
No Es Cuestión de Tiempo,2022-10-20 10:20,Koino Yokan,27114,4iyrvVIHo1j07Ye1ahU0V9,156510,27,0.603,-11.244,0.247,0.112,Luisa
No Hay Más Que Hablar,2022-06-28 00:00,Morat,4518775,4gC0IUJBZ6HQBy4SezYNgq,211935,66,0.676,-3.441,0.866,0.0501,Luisa
No Hay Nadie Más,2023-01-18 11:10,Sebastian Yatra,599394,6wos8Ds5FKMe33GjBHRake,197680,0,0.684,-9.14,0.378,0.0969,Luisa
"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",2022-06-10 18:37,BANDIDO,1684394,7COGuXyTr12KvdaYXMqheC,280274,69,0.769,-2.088,0.812,0.0781,Luisa
No Me Llores,2022-10-27 14:13,Duki,749960,2fBL047Cv32R3UFEup6xkP,191846,68,0.538,-8.846,0.676,0.135,Luisa
No Me Olvides,2022-09-13 19:11,La Beriso,9826580,2Pq3bGuvCa1beNMrBxgcKT,212373,59,0.462,-7.219,0.612,0.131,Luisa
No Se Va,2022-07-04 17:27,Morat,1670759,4khWEpnaijN0G1x019Uzdr,216752,84,0.734,-5.37,0.685,0.109,Luisa
No Te Enamores,2022-09-10 20:31,Benjamín Amadeo,405598,2GvCKpSkYLJM4HFF3CmHVi,185018,38,0.593,-6.369,0.705,0.144,Luisa
No Toque Mi Naik,2023-05-10 14:40,Nicki Nicole,150821,0TBbNYzmtCfN5cpZSCVNIz,143925,55,0.763,-3.131,0.784,0.145,Luisa
No siempre quedará París - Remix,2023-02-04 10:45,Leo Rizzi,2604245,4TPugCH4s6bRqhWhGkb2qw,186045,61,0.589,-6.497,0.602,0.128,Luisa
No sé nadar - Acústico,2022-09-10 16:39,Arnau Griso,583999,4SPhhyP7xQhGL224GUKR8g,210486,37,0.623,-7.858,0.39,0.0977,Luisa
Nota,2022-08-13 04:32,Eladio Carrion,16421393,2rm9Jixn9sLzTM6PF8u8AH,159482,72,0.7,-5.563,0.545,0.111,Luisa
Nothing On You (feat. Paulo Londra & Dave),2022-09-09 23:26,Ed Sheeran,200733,5Va44ERiHtC2tfBD53OApA,200733,52,0.747,-6.218,0.649,0.172,Luisa
Numero 1,2022-06-02 00:57,Oscu,492247,6HXvazdtAr9hy0kThzxrE3,164000,67,0.842,-4.404,0.729,0.0695,Luisa
Nunca Nos Fuimos,2023-05-23 00:07,Chano,2424569,7dSUj09Yl8FH6Jcp9sKIYB,180995,53,0.681,-6.494,0.677,0.192,Luisa
Nunca quise,2022-09-13 19:36,Intoxicados,303722,0ZAJ660VP57lLK4U7NlGOy,260371,69,0.709,-6.3,0.787,0.149,Luisa
Némesis,2022-09-25 03:58,Quevedo,3031533,4oZxyQXxpYkRJZNNeDa237,155081,52,0.547,-4.947,0.656,0.348,Luisa
OKUPA,2022-06-04 14:23,WOS,5334144,25NPeIjHjQGvyp4D52Tji2,143000,71,0.763,-3.289,0.881,0.257,Luisa
Obsesión,2023-04-17 09:41,Lali,169078,4HTzn2qQZ7UqHtw1OsB8wc,180173,61,0.803,-6.187,0.672,0.0936,Luisa
Odio Amarte,2022-07-25 14:20,Luck Ra,3428873,4r2t5e9cH4uiFpG7rnIbcR,186835,50,0.67,-8.014,0.255,0.127,Luisa
Olivia,2022-09-10 00:00,One Direction,355946,5dONhl6aXFuN86UBdayF6W,177973,73,0.64,-5.362,0.681,0.166,Luisa
On My Mind,2022-08-31 14:55,Bars and Melody,16006,5t2l28eJuZfBvTt0u3Xa48,212129,0,0.708,-7.743,0.604,0.0663,Luisa
On My Way,2023-01-12 13:24,PRETTYMUCH,1898,7H9YC7hkicuj0ASDn3Aati,232036,41,0.686,-3.865,0.637,0.114,Luisa
One Dance,2023-03-23 09:57,Bars and Melody,1898,14LosN7rboWCpN0dpefUyO,175297,0,0.862,-2.535,0.816,0.187,Luisa
Otra Noche Más x Avanti Morocha,2022-09-26 12:26,Ivan Noble,404120,4PAryi36HEM2kcqzxbwe4v,189600,46,0.776,-5.132,0.524,0.142,Luisa
Otra Noche Sin Ti,2022-06-28 19:49,J Balvin,306874,2CdTLdDjwZdVcm0bresVWx,228920,64,0.503,-7.564,0.548,0.145,Luisa
Otra Noche más,2022-09-11 19:52,Rusherking,272623,5eZMaFZIvBK1pd6pAw07fz,135406,63,0.766,-7.583,0.302,0.132,Luisa
Otras Se Pierden,2022-06-28 13:05,Morat,2717660,3SvbcJH2seu1zs0PMjPS6F,234656,70,0.623,-4.523,0.903,0.107,Luisa
Over Again,2022-09-13 10:11,One Direction,17543,4RC5YmcpCbRsX3AtRzoQeh,182200,0,0.545,-6.753,0.556,0.131,Luisa
Overthinker,2022-10-05 00:39,INZO,74965,4K9xid96G3YmIvQZXN9SXg,268000,3,0.472,-4.437,0.605,0.101,Luisa
Oye,2023-03-08 00:47,TINI,324252,09nSCeCs6eYfAIJVfye1CE,173021,12,0.683,-7.894,0.51,0.175,Luisa
PANAMÁ,2022-11-10 14:23,Trueno,4723,7fz7HrFRF4y8YEe0duWTDW,171149,62,0.723,-7.172,0.568,0.139,Luisa
PANTANO,2022-06-15 19:17,WOS,2859517,0VMxiFeuVhG3Hu7NHnge9e,150661,58,0.607,-3.792,0.84,0.594,Luisa
PELOTUDA,2022-10-29 17:20,Dillom,3099503,65zh1W9YBpgGlS4G98mI0v,185905,58,0.57,-6.179,0.61,0.262,Luisa
PPP,2022-08-13 04:32,Kevin Roldan,1509,1DcxnVNFAyVl2sDQ646pXS,129039,66,0.786,-6.839,0.65,0.122,Luisa
PUAJ (sesión),2022-09-22 00:29,WOS,14409576,6fTxvdEyWl3zZg2XTWO4s8,156665,57,0.712,-2.93,0.916,0.499,Luisa
PURPURA,2022-06-23 22:04,WOS,1286880,0RHazYjaRGLIYPvn6mtRWY,194181,0,0.817,-2.941,0.803,0.0498,Luisa
Para No Verme Más,2022-09-11 15:29,La Vela Puerca,407750,270ieNCOt945nOdUQubFI5,245986,57,0.538,-5.781,0.709,0.108,Luisa
Para que el mundo lo vea - Acústico,2022-10-05 20:49,Arnau Griso,237619,6IukuUL2wwXBMQgbNsBnKK,220206,43,0.679,-7.843,0.439,0.0332,Luisa
Pareja Del Año,2022-07-09 03:47,Sebastian Yatra,10169,2rCbl9naJYhaxjLsfx88uM,195053,76,0.715,-5.102,0.622,0.0948,Luisa
Parte de Mí,2023-05-10 14:52,Nicki Nicole,376669,3qW3oIG7ZYzs3Ru5988fP5,175065,53,0.549,-8.922,0.366,0.108,Luisa
Party In The U.S.A.,2022-08-22 14:16,Miley Cyrus,137493,3E7dfMvvCLUddWissuqMwr,202066,84,0.652,-4.667,0.698,0.0886,Luisa
París,2022-06-02 00:57,Morat,18606830,3ehHqgYRzmeUi345MfHS2N,182187,72,0.582,-4.155,0.804,0.0624,Luisa
Passenger,2022-09-01 01:04,Noah Kahan,242802,6wkVmLTBedKaAoeSj4xP6J,238066,53,0.696,-6.769,0.675,0.114,Luisa
Pastillitas del Olvido,2022-09-11 14:04,Tan Bionica,8408583,18WSm3yN17Ub11ePSbWIxk,273440,57,0.552,-8.376,0.724,0.207,Luisa
"Paulo Londra: Bzrp Music Sessions, Vol. 23",2022-06-03 19:01,Bizarrap,523908,2uky0VCI2EZni0nArOPznM,258540,7,0.456,-2.659,0.91,0.0921,Luisa
Perdóname,2023-01-12 13:24,Big One,1536,3qGMeW3gOS3yeJF2nIUy1K,162586,47,0.685,-8.269,0.419,0.145,Luisa
Perfect,2022-09-12 17:36,One Direction,873847,0tgVpDi06FyKpA1z0VMD4v,263400,91,0.599,-6.312,0.448,0.106,Luisa
Photograph,2022-10-10 19:24,Ed Sheeran,601042,01CT2r5NLfYvtJHBFWfsXB,201432,40,0.641,-9.87,0.512,0.109,Luisa
Piel,2022-07-27 21:55,Zeballos,215094,4vrN0RUZKFUGRynUoqbv4u,209463,60,0.626,-5.054,0.625,0.0778,Luisa
Piel de Cordero,2022-07-27 21:52,Quevedo,5087297,04d4GpLedinwpfctvgOIhY,213647,71,0.827,-10.743,0.541,0.0948,Luisa
Piensan,2023-04-09 13:57,Haze,5209262,0i9oiUkWOgvtnjkr0fa3XN,173451,58,0.677,-4.443,0.722,0.11,Luisa
Pierre,2022-10-11 18:05,Ryn Weaver,204162,2vpVR1L7Qfkd7D6qFNuorq,202733,62,0.607,-4.282,0.827,0.719,Luisa
Pininfarina - Remix,2022-06-28 18:33,Rei,1639030,1mVLbFwad1wce7mAhFw2Ih,260787,66,0.748,-6.239,0.767,0.108,Luisa
Pistola,2022-11-16 01:48,L-Gante,29653,2OEVXCvrzJfpZaIPwsR99i,157369,0,0.772,-7.512,0.596,0.105,Luisa
Plan A,2022-06-02 00:57,Paulo Londra,81086,2gpQi3hbcUAcEG8m2dlgfB,178202,71,0.583,-4.875,0.834,0.0658,Luisa
Po' encima (feat. Bryant Myers),2022-08-22 02:40,Arcángel,127509,7sWdGtYvzlzuQRAoZ7fGeO,211408,66,0.789,-6.431,0.77,0.64,Luisa
Por Amarte Así,2023-01-12 10:23,Cristian Castro,729258,2bvO1KXbUd4vySCWGNqIIa,272200,73,0.61,-5.881,0.637,0.0952,Luisa
Por Eso Vine,2022-07-30 14:32,Paulo Londra,178534,5qN1G8fSHq4Sv5FRoOkNGu,178534,75,0.76,-5.048,0.646,0.0905,Luisa
Por Fin Te Encontré,2022-10-07 14:17,Cali Y El Dandee,250836,2DAULesb1U4Qz4FSTZpEUJ,250836,72,0.645,-3.679,0.821,0.193,Luisa
Por Primera Vez,2023-01-18 14:08,Camilo,144379,0gWbAFRcUyZKdfUxEOuOiD,183546,65,0.716,-3.952,0.588,0.0847,Luisa
Presiento,2022-06-28 16:12,Morat,2241443,2V4hc5gplg7EXlrRUvD4rp,174379,75,0.711,-3.15,0.727,0.296,Luisa
Princesa,2022-09-11 14:24,Nahuel Pennisi,1045851,1ubDiR5IoDFOk1DOtXdWfL,203520,5,0.694,-4.859,0.82,0.268,Luisa
Promiscuous,2023-03-23 09:53,Nelly Furtado,243786,5eJD919nuYwUEhumI8cUiH,243293,0,0.81,-8.207,0.959,0.164,Luisa
Propuesta Indecente,2023-01-09 17:45,Romeo Santos,1078823,5PycBIeabfvX3n9ILG7Vrv,235133,81,0.757,-6.83,0.632,0.0723,Luisa
Protocolo,2022-06-06 13:53,WOS,4291953,1IJcROM3wuO4phCdjlEl5t,254208,52,0.549,-14.099,0.445,0.087,Luisa
Pump It Up,2022-10-07 14:49,Endor,123455,0GiwV6v3AgJfdu59tj719Y,150635,73,0.899,-7.255,0.894,0.0606,Luisa
Punto Y Aparte,2022-06-21 15:28,Morat,1023667,6RiV6DnCbfc0b2KbNvumdP,210048,60,0.603,-5.748,0.742,0.102,Luisa
Pursuit Of Happiness - Extended Steve Aoki Remix,2023-01-18 09:04,Kid Cudi,166314,5PX4uS1LqlWEPL69phPVQQ,373626,76,0.722,-5.189,0.687,0.0462,Luisa
Put Your Head on My Shoulder,2022-10-10 19:42,Paul Anka,155080,5r8cnleYmzVjuLzVRQXqbW,266866,44,0.25,-13.568,0.253,0.14,Luisa
QUE PRETENDES,2022-08-19 02:47,J Balvin,23608,25ZAibhr3bdlMCLmubZDVt,222346,81,0.639,-4.443,0.791,0.362,Luisa
QUEREME,2022-06-16 22:10,LOUTA,17622692,0bhWW1Bve1Ng6kEm8WjiQA,194840,69,0.795,-6.966,0.625,0.128,Luisa
Querido Tommy,2022-09-12 14:39,Tommy Torres,104297,2JCXcyMXlVywgDJT86wWZW,299786,56,0.536,-6.794,0.526,0.114,Luisa
"Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-07 00:55,Bizarrap,23346912,2tTmW7RDtMQtBk7m2rYeSw,198937,93,0.621,-5.548,0.782,0.23,Luisa
Quiero Volver,2023-03-07 18:11,TINI,122790,5NrIX1ozc9LGt19ISgPDIY,183960,6,0.672,-4.028,0.83,0.0751,Luisa
Quién Diría - Versión Novela,2022-12-18 00:30,Ricardo Montaner,395061,1Vf8z4kCc1eihrxwt5lcSw,229506,0,0.521,-5.115,0.639,0.0866,Luisa
Quiéreme Mientras Se Pueda,2022-09-11 14:39,Manuel Turizo,575835,34LI7rwi9H8w2S5KTHnv1M,191945,70,0.793,-3.945,0.782,0.124,Luisa
Qué Más Pues?,2022-08-19 14:14,J Balvin,3476,6hf0RpxTbOprT5nnwzkk8e,217773,75,0.891,-3.964,0.819,0.173,Luisa
Radar,2022-09-11 19:41,Paz Carrara,8211347,2ZrnMV7mUPqU2qPgFyEa23,162288,30,0.736,-12.241,0.337,0.149,Luisa
Rattle,2023-01-18 09:00,Bingo Players,122154,3uXzBSx2eMKRTEP46SZ2fC,287183,61,0.744,-4.8,0.957,0.352,Luisa
Real G,2022-12-09 18:23,Bad Gyal,965977,6WU2eYUtOL91iROonROPyh,191693,67,0.662,-5.854,0.828,0.423,Luisa
Reasons,2023-03-23 09:57,Khalid,1727,5hrT5sukNbTb6xKPyYdo0I,232024,49,0.76,-7.838,0.497,0.0885,Luisa
Rebota,2022-08-19 14:18,Guaynaa,1215,6V6SZ4JbgtGF8owOpUqOah,176259,0,0.939,-4.162,0.753,0.169,Luisa
Recuerdo,2023-03-07 22:34,TINI,204160,3DjInVTE03icrWsq2UZV9n,200960,8,0.797,-4.317,0.639,0.0589,Luisa
"Red Light Green Light - For Club Play Only, Pt. 6",2022-10-07 14:45,Duke Dumont,514428,5D1zGVDJTOqwaGSzYw5TtP,211208,64,0.811,-5.48,0.825,0.0689,Luisa
Red Red Wine,2022-10-10 19:45,UB40,2969966,4uOKFydzAejjSFqYbv1XPt,183733,76,0.857,-8.53,0.468,0.269,Luisa
Reggaeton,2022-08-19 14:14,J Balvin,1301,2D3z17LBMJ2HEHeBFFjTLi,158800,68,0.747,-4.325,0.74,0.101,Luisa
René,2022-10-07 10:09,Residente,457358,6gm12xlADJwiBbHIKBXzGW,457591,67,0.486,-9.326,0.388,0.196,Luisa
"Residente: Bzrp Music Sessions, Vol. 49",2022-06-23 23:56,Bizarrap,520867,2dG9k8jtnkjzJjUToz9i9i,519289,68,0.586,-2.997,0.74,0.11,Luisa
Respirar,2022-08-18 14:56,Bebe,1276840,5HFOgL611IRiarTnoKyP4C,184973,1,0.587,-5.932,0.689,0.0576,Luisa
Respuesta Cero,2022-09-25 04:06,Quevedo,6194114,07piZvs54drv7466oPLTt0,203951,65,0.625,-7.079,0.523,0.106,Luisa
Rock DJ,2022-06-02 21:33,Robbie Williams,378658,4pbyDPjFgfPqFTcIMC8xpK,258560,71,0.708,-4.264,0.772,0.467,Luisa
Rockstar,2022-10-18 16:09,Duki,778030,3RlsVPIIs5KFhLFhxZ4iDF,252040,72,0.616,-3.004,0.91,0.343,Luisa
Rompe RKT - Remix,2022-10-27 15:11,Tomy DJ,831341,5QI329v4FeKyt7pXBYw4cs,151824,55,0.848,-3.052,0.793,0.0951,Luisa
Ropa Cara,2023-01-18 13:30,Camilo,163320,7BIy3EGQhg98CsRdKYHnJC,163320,62,0.813,-4.787,0.526,0.11,Luisa
Rottweiler,2022-08-24 16:01,Zeballos,145000,2pOK2GCkKvGamvVG9WgNpX,145000,49,0.682,-4.027,0.647,0.0957,Luisa
Rumour Has It,2022-09-09 23:40,Adele,223266,2A73XBDBQgmdXO8VsXPWIs,223266,69,0.612,-5.014,0.749,0.167,Luisa
Runaway,2022-09-10 14:33,AURORA,453063,1v1oIWf2Xgh54kIWuKsDf6,248826,79,0.422,-9.214,0.302,0.104,Luisa
Rutina,2023-03-23 09:53,Myke Towers,3050,3YntiCUU0Xqq0B68FM3YAt,217226,57,0.834,-2.799,0.75,0.263,Luisa
Ríos de Sal,2022-07-23 18:39,Tiago PZK,4275738,2haESupHHRYzhJOg5wcgTf,204170,53,0.592,-8.605,0.54,0.264,Luisa
SHORTY QUE TE VAYA BN <3,2022-07-17 19:49,Rels B,9231193,3CQDFLetMMxD5hzAnUk410,219681,75,0.68,-6.748,0.527,0.115,Luisa
SIN SEÑAL,2022-09-22 21:45,Quevedo,10932245,1Y62KpDaP5MEL43ZcI6IaG,185084,75,0.822,-3.314,0.851,0.105,Luisa
SOLO POR VOS,2023-02-28 02:46,Trueno,3456,5Ejw3lC6Srj8VK4fHgTZAi,199825,61,0.697,-8.149,0.525,0.103,Luisa
SORRY PAPI,2022-09-04 17:15,Bad Bunny,1211636,5jZ32WOU7sqzDYbzINwMUk,163053,73,0.612,-6.054,0.561,0.145,Luisa
STAY (with Justin Bieber),2022-08-28 03:20,The Kid LAROI,5588,5HCyWlXZPP0y6Gqq8TgA20,141805,87,0.591,-5.484,0.764,0.103,Luisa
Sal y Perrea - Remix,2022-08-22 13:32,Sech,197908,1mG8VynhqySA52bALfYrvO,226500,62,0.819,-0.521,0.955,0.289,Luisa
Salgo Pa' la Calle,2022-06-02 21:26,Daddy Yankee,48943,5hpwyyJJ2JyozFVVRJsfLp,267746,68,0.434,-5.636,0.765,0.185,Luisa
Salimo de Noche,2022-06-10 18:43,Tiago PZK,1088863,6P096SaOzrgGxs8NWOfX7M,177857,69,0.669,-4.177,0.628,0.124,Luisa
Santo Grial,2023-01-27 10:54,Dano,1283903,5glEywhgiNEk1GbEqcWfiO,351768,54,0.519,-8.076,0.75,0.258,Luisa
Se Le Ve,2022-08-17 15:26,Dímelo Flow,464222,5W1qmxHrMlQGGAiFA3ZQqP,277693,68,0.562,-4.367,0.755,0.143,Luisa
Sex,2023-04-17 09:54,Cheat Codes,8960,2jfmh71b4cFtelf8KOJT60,228361,0,0.51,-5.825,0.692,0.138,Luisa
"Shakira: Bzrp Music Sessions, Vol. 53",2023-01-12 08:12,Bizarrap,4631897,4nrPB8O7Y7wsOCJdgXkthe,214945,94,0.778,-5.6,0.632,0.0915,Luisa
Shape of You,2023-03-02 19:32,Ed Sheeran,136834,7qiZfU4dY1lWllzX7mPBI3,233712,89,0.825,-3.183,0.652,0.0931,Luisa
She Don't Give a Fo,2022-06-02 01:19,Duki,4998990,03a359wbiUsjN9h6yzXvmS,209531,79,0.854,-4.49,0.556,0.165,Luisa
Si Estuviésemos Juntos,2022-07-27 22:04,Bad Bunny,1557538,35wvL50xvKpCHEJPxLOLPI,169247,83,0.672,-6.813,0.594,0.152,Luisa
Si Quieren Frontear,2022-06-10 20:50,Duki,5153978,6bQ5823aHmFVKLZW8E7rRo,200337,70,0.789,-3.247,0.837,0.209,Luisa
Si Se Da,2023-03-27 09:59,Myke Towers,2175,5KbBGUpIZd6gVFUU8tqYiQ,237013,63,0.83,-5.523,0.71,0.0877,Luisa
Si Se Da - Remix,2022-08-22 12:37,Myke Towers,521978,6K5BsR04ijf3FHNzjbaagD,332240,78,0.817,-5.612,0.672,0.13,Luisa
Sick Of Being Told,2023-01-12 13:38,Grace VanderWaal,231453,4nOKwZf1XRw2gI4FGAGhXf,231453,36,0.868,-6.222,0.634,0.171,Luisa
Sign of the Times,2023-03-11 15:45,Harry Styles,340706,5Ohxk2dO5COHF1krpoPigN,340706,86,0.516,-4.63,0.595,0.109,Luisa
Sigue Bailandome,2022-09-08 15:06,Yannc,704882,0GmiGIxXDNrePrHBpijYDp,352441,75,0.799,-7.252,0.69,0.143,Luisa
Silencio,2022-09-12 00:05,Francisco Paseyro,252703,4LgmxWObE05d1imrcLHDie,228879,19,0.71,-6.15,0.466,0.16,Luisa
Sink,2022-07-17 20:12,Noah Kahan,648411,3EIaMTBMRM42nbEROLg7cZ,227066,44,0.568,-8.365,0.494,0.109,Luisa
Sirenas,2022-09-13 18:51,Taburete,379226,4unOsvr9C2NqI9aJXrxpCy,184250,2,0.686,-6.249,0.574,0.109,Luisa
Skin,2022-09-09 22:58,Sabrina Carpenter,265892,03B2SfXuvDh1m9F4tqrX07,177500,68,0.557,-5.372,0.457,0.0567,Luisa
Skinny Love,2023-05-15 17:47,Birdy,374096,4RL77hMWUq35NYnPLXBpih,201080,73,0.379,-8.485,0.29,0.118,Luisa
Small Worlds,2022-11-23 15:31,Mac Miller,214681,4gT3mNJA8lnlkYFqGZ8IA2,271733,80,0.516,-9.105,0.546,0.0995,Luisa
Snow (Hey Oh),2023-05-11 15:11,Red Hot Chili Peppers,351978,2aibwv5hGXSgw7Yru8IYTO,334666,81,0.427,-3.674,0.9,0.119,Luisa
Sobredosis (feat. Ozuna),2023-01-09 17:43,Romeo Santos,1126265,1WbXIpiGBJkCiv3hn40iPB,198332,77,0.759,-8.085,0.639,0.23,Luisa
Sola - Neuen Live Sessions - En Vivo,2022-06-07 10:28,Tiago PZK,2672487,4P1T0qUkqIVuByWA8i1SQV,196600,57,0.445,-7.433,0.608,0.101,Luisa
Solamente tú,2023-01-29 13:45,Pablo Alborán,598289,7sRXhReWmJF5pqyg3uUTES,247186,73,0.519,-6.276,0.419,0.161,Luisa
Some People Say - Radio Edit,2023-01-18 08:58,Semedo,2240,5GCdBZ6QzW3lWbMJEwYx6k,177432,58,0.873,-5.488,0.797,0.398,Luisa
Someone You Loved,2022-10-11 17:48,Lewis Capaldi,2410,5aQDkvNNDDfwD2XHtW9xjq,148219,58,0.631,-6.125,0.355,0.124,Luisa
Something in the Orange,2022-09-10 15:49,Zach Bryan,3529602,3WMj8moIAXJhHsyLaqIIHI,228013,89,0.369,-12.151,0.192,0.0954,Luisa
Sonreír - Versión Acústica,2022-09-10 22:36,KURT,741248,6bK1Dzmy41YKrGVitOejNu,208729,45,0.886,-7.243,0.483,0.0681,Luisa
Soy,2022-10-05 21:06,Cruzando El Charco,198868,2eucmvlETqs4wRhvvThfEm,191530,0,0.672,-8.348,0.654,0.357,Luisa
Stay,2022-09-08 23:19,Miley Cyrus,1100781,0Ohi2pjBS1yak2BSgJRaIs,261906,58,0.583,-4.836,0.698,0.118,Luisa
Stick Season,2022-08-06 02:09,Noah Kahan,6374922,0GNVXNz7Jkicfk2mp5OyG5,182346,73,0.664,-6.935,0.5,0.0966,Luisa
Stitches,2023-03-23 09:57,Conor Maynard,1877,2I8Z8AjStXpjXowdnrwePA,162000,50,0.612,-10.788,0.244,0.102,Luisa
Stolen Dance,2022-10-07 14:55,Milky Chance,782273,2jiPHbFX5XM8TjaTfYJ0eo,313684,4,0.885,-8.813,0.581,0.0759,Luisa
Stop It,2023-01-18 08:56,FISHER,7061,4qetR2UUyBeUrJ9DbYrpVQ,163790,71,0.86,-7.207,0.824,0.205,Luisa
